SDG;SDG target;SDG indicator;Indicator Code;Indicator name;Geographical area code;Geographical area name;Year;Value;Time detail;Source;Footnote;Type of data;Units;Age group;Bounds;Frequency;Level/Status;Location;Type of reporting;Sex;SDG 6 Data portal level
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Mali;2020;77.8;2018-2019;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Mexico;2020;53.1;2017-2019;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Montenegro;2020;86.7;2017-2019;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Netherlands;2020;100;2016-2018;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;New Zealand;2020;80.1;2017-2019;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Niger;2020;60;2010-2013;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Nigeria;2020;15.1;2019-2019;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Norway;2020;100;2016-2018;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Panama;2020;63.6;2017-2020;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Paraguay;2020;75.2;2017-2020;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Peru;2020;25.6;2015-2017;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Poland;2020;98.4;2016-2018;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Romania;2020;93.2;2016-2018;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Russian Federation;2020;100;2017-2019;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Rwanda;2020;75;2018-2019;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Senegal;2020;66.7;2018-2018;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Serbia;2020;77.1;2017-2018;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Sierra Leone;2020;41.7;2019-2020;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Slovakia;2020;100;2016-2018;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Slovenia;2020;89.5;2017-2019;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;South Africa;2020;52.3;2017-2019;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Zimbabwe;2020;83.3;2014-2020;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Eswatini;2020;87.5;2017-2020;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Sweden;2020;34.6;2017-2020;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Switzerland;2020;100;2016-2018;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Thailand;2020;36;2019-2019;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Togo;2020;100;2006-2019;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Tunisia;2020;83;2017-2019;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Uganda;2020;0;2018-2020;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;North Macedonia;2020;70;2017-2019;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;United Kingdom of Great Britain and Northern Ireland;2020;96;2016-2018;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;United Republic of Tanzania;2020;87;2017-2020;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;United States of America;2020;32.6;2012-2014;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Burkina Faso;2020;100;2020-2020;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Uruguay;2020;76.9;2017-2020;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
;;6.3.2;EN_H2O_RVAMBQ;Proportion of river water bodies with good ambient water quality (%);Country;Samoa;2020;100;2019-2019;World Environment Situation Room;;C;Percentage;;;;;;;;6.3.2 Level 1 Proportion of bodies of water with good ambient water quality > Rivers
